pasaj_id,span_no,banka,etiket,yakalanan,normal_deger,guven,baglam,ONAY_E_H,DUZELTILMIS_ETIKET,NOT
emlak_katilim-e77c69f18837-p000,0,emlak_katilim,TAKSIT_SAYISI,9 Aya Varan Taksit,"{""deger"": 9, ""birim"": ""adet"", ""sinir"": ""ust""}",0.93,Paraf ile Vestel’de ⟪9 Aya Varan Taksit⟫ Fırsatı!,,,
emlak_katilim-f25aa5a74eb3-p001,1,emlak_katilim,TAKSIT_SAYISI,6 aya varan taksit,"{""deger"": 6, ""birim"": ""adet"", ""sinir"": ""ust""}",0.93,t mağazalarında Paraf POS’larından yapılacak alışverişlerde ⟪6 aya varan taksit⟫ imkanı sunulacaktır.,,,
emlak_katilim-b887de038693-p000,0,emlak_katilim,INDIRIM_ORANI,%15,"{""deger"": 15.0, ""birim"": ""yuzde""}",0.9,Modanisa’da Tüm İndirimlere Ek ⟪%15⟫ İndirim Fırsatı!,,,
emlak_katilim-9e946bd66a9e-p001,0,emlak_katilim,KAMPANYA_SURESI,31 Ağustos 2026 tarihine kadar,"{""bitis"": ""2026-08-31""}",0.9,⟪31 Ağustos 2026 tarihine kadar⟫ Yargıcı mağazalarında Paraf POS’larından yapılacak alışveri,,,
emlak_katilim-76c1fa2dba8f-p024,0,emlak_katilim,KAMPANYA_SURESI,15 Ekim 2026 tarihinde,"{""tarih"": ""2026-10-15""}",0.9,Kullanılmayan ParafPara’lar ⟪15 Ekim 2026 tarihinde⟫ geri alınacaktır.,,,
emlak_katilim-9d2c9683a148-p000,0,emlak_katilim,TAKSIT_SAYISI,6 Aya Varan Taksit,"{""deger"": 6, ""birim"": ""adet"", ""sinir"": ""ust""}",0.93,Paraf ile Damat Tween’de ⟪6 Aya Varan Taksit⟫ Fırsatı!,,,
emlak_katilim-93a97ac59bf2-p000,0,emlak_katilim,INDIRIM_ORANI,%20,"{""deger"": 20.0, ""birim"": ""yuzde""}",0.9,Hızlı Çiçek’te Tüm İndirimlere Ek ⟪%20⟫ İndirim Fırsatı!,,,
emlak_katilim-7c3f8c4d7f0e-p001,0,emlak_katilim,KAMPANYA_SURESI,31 Ağustos 2026 tarihine kadar,"{""bitis"": ""2026-08-31""}",0.9,⟪31 Ağustos 2026 tarihine kadar⟫ www.touristica.com.tr mağazalarından yapılacak alışverişler,,,
emlak_katilim-f69adf96b261-p001,2,emlak_katilim,TAKSIT_SAYISI,peşin fiyatına 3 taksit,"{""deger"": 3, ""birim"": ""adet""}",0.96,e yapacağınız 1.000 TL ve üzeri taksitli alışverişlerinizde ⟪peşin fiyatına 3 taksit⟫; 6.000 TL ve üzeri seçili ürünlerde peşin fiyatına 6 taksit,,,
emlak_katilim-f69adf96b261-p002,0,emlak_katilim,TAKSIT_SAYISI,9 taksit,"{""deger"": 9, ""birim"": ""adet""}",0.93,Peşin fiyatına 6 ve ⟪9 taksit⟫ kampanyası sadece seçili ürünler özelinde geçerlidir.,,,
emlak_katilim-7c9a29e4b5da-p001,0,emlak_katilim,KAMPANYA_SURESI,31 Ağustos 2026 tarihine kadar,"{""bitis"": ""2026-08-31""}",0.9,⟪31 Ağustos 2026 tarihine kadar⟫ Gürgençler Apple mağazaları veya www.gurgencler.com.tr’de P,,,
emlak_katilim-fe60d8068f22-p001,1,emlak_katilim,INDIRIM_ORANI,%15,"{""deger"": 15.0, ""birim"": ""yuzde""}",0.9,dan yapacağınız alışverişlerde 7 taksit imkanı sunulacak ve ⟪%15⟫ indirim uygulanacaktır.,,,
emlak_katilim-dcf8fa7728be-p004,0,emlak_katilim,KAMPANYA_SURESI,31 Ağustos 2026,"{""tarih"": ""2026-08-31""}",0.9,Kampanya Koşulları Kampanya 1-⟪31 Ağustos 2026⟫ tarihleri arasında geçerlidir.,,,
emlak_katilim-2e75b250edf1-p005,0,emlak_katilim,HARCAMA_ESIGI,25.000 TL ve üzeri,"{""deger"": 25000.0, ""birim"": ""TRY""}",0.9,"L, 15.000 TL ile 24.999 TL arasındaki ilk harcamaya 800 TL, ⟪25.000 TL ve üzeri⟫ndeki ilk harcamaya 1.250 TL ParafPara verilecektir.Üstelik",,,
emlak_katilim-d964a8de103f-p000,0,emlak_katilim,MASRAF_DURUMU,Vade Farksız,"{""metin"": ""vade farksız""}",0.95,Paraf ile A101’de ⟪Vade Farksız⟫ 6 Aya Varan Taksit Fırsatı!,,,
emlak_katilim-d964a8de103f-p001,3,emlak_katilim,TAKSIT_SAYISI,peşin fiyatına 6 aya varan taksit,"{""deger"": 6, ""birim"": ""adet"", ""sinir"": ""ust""}",0.96,"yapılacak 300 TL ve üzeri alışverişlerinizde vade farksız, ⟪peşin fiyatına 6 aya varan taksit⟫ imkanı sunulacaktır.",,,
emlak_katilim-244c1883bfcd-p002,1,emlak_katilim,HARCAMA_ESIGI,2.000 TL ve üzeri,"{""deger"": 2000.0, ""birim"": ""TRY""}",0.9,Peşin fiyatına 3 taksit uygulaması sepet toplamı ⟪2.000 TL ve üzeri⟫ siparişlerde geçerlidir.,,,
emlak_katilim-142c21d39a52-p001,1,emlak_katilim,MASRAF_DURUMU,vade farksız,"{""metin"": ""vade farksız""}",0.95,den Paraf POS’u üzerinden yapılacak taksitli alışverişlerde ⟪vade farksız⟫ 6 aya varan taksit imkanı sunulacaktır.,,,
emlak_katilim-6b8409c01352-p022,0,emlak_katilim,KAMPANYA_SURESI,15 Ekim 2026 tarihinde,"{""tarih"": ""2026-10-15""}",0.9,Kullanılmayan ParafPara’lar ⟪15 Ekim 2026 tarihinde⟫ geri alınacaktır.,,,
emlak_katilim-c9b298bb70cd-p003,0,emlak_katilim,TAKSIT_SAYISI,12 taksit,"{""deger"": 12, ""birim"": ""adet""}",0.93,100 TL – 1.000 TL arası alışverişlerde vade farklı en fazla ⟪12 taksit⟫ uygulanmaktadır.,,,
emlak_katilim-c9b298bb70cd-p005,1,emlak_katilim,TAKSIT_SAYISI,peşin fiyatına 6 taksit,"{""deger"": 6, ""birim"": ""adet""}",0.96,"6.000 TL ve üzeri alışverişlerde ⟪peşin fiyatına 6 taksit⟫, 6 taksit üzerindeki taksitlerde vade farkı uygulanmaktadır",,,
emlak_katilim-c9b298bb70cd-p013,0,emlak_katilim,MASRAF_DURUMU,vade farksız,"{""metin"": ""vade farksız""}",0.95,Hepsiburada satıcılı Xiaomi (Tablet hariç) markalı ürünler ⟪vade farksız⟫ taksit kampanyalarına dahil değildir.,,,
emlak_katilim-472184ccb487-p006,0,emlak_katilim,HARCAMA_ESIGI,3.000 TL ve üzeri,"{""deger"": 3000.0, ""birim"": ""TRY""}",0.9,"her ⟪3.000 TL ve üzeri⟫ harcamaya 200 TL, toplamda 2.000 TL ParafPara",,,
emlak_katilim-bd2a38e3c63c-p000,0,emlak_katilim,TAKSIT_SAYISI,Peşin Fiyatına 12 Aya Varan Taksit,"{""deger"": 12, ""birim"": ""adet"", ""sinir"": ""ust""}",0.96,Paraf ile Monster Notebook’ta ⟪Peşin Fiyatına 12 Aya Varan Taksit⟫ Fırsatı!,,,
emlak_katilim-2e1682cfd166-p001,0,emlak_katilim,KAMPANYA_SURESI,31 Ağustos 2026,"{""tarih"": ""2026-08-31""}",0.9,01-⟪31 Ağustos 2026⟫ tarihlerinde https://store.metatechtr.com,,,
emlak_katilim-b67e1818be4d-p005,0,emlak_katilim,KAMPANYA_SURESI,31 Ağustos 2026,"{""tarih"": ""2026-08-31""}",0.9,"Kampanya Koşulları 1-⟪31 Ağustos 2026⟫ tarihlerinde yurt içi mobilya, dekorasyon ve yapı marketi s",,,
emlak_katilim-cddc12566223-p001,1,emlak_katilim,INDIRIM_ORANI,10% indirim,"{""deger"": 10.0, ""birim"": ""yuzde""}",0.93,"raf kredi kartlarına özel yurt içi araç kiralamalarında net ⟪10% indirim⟫, üstelik peşin fiyatına 3 taksit fırsatı.",,,
turkiye_finans-8d5e15b03370-p096,0,turkiye_finans,HARCAMA_ESIGI,"399.000,01 TL ve üzeri","{""deger"": 399000.01, ""birim"": ""TRY""}",0.9,"⟪399.000,01 TL ve üzeri⟫ 797.68 TL BSMV Hariçtir",,,
turkiye_finans-8d5e15b03370-p121,0,turkiye_finans,HARCAMA_ESIGI,"304.800,01 TL ve üzeri","{""deger"": 304800.01, ""birim"": ""TRY""}",0.9,"6.300,01- 304.800 TL arası 30,47TL ⟪304.800,01 TL ve üzeri⟫ 304,71 TL",,,
turkiye_finans-8d5e15b03370-p367,0,turkiye_finans,KAMPANYA_SURESI,01.03.2021 -30.06.2024,"{""baslangic"": ""2021-03-01"", ""bitis"": ""2024-06-30""}",0.94,Finansman Erken Kapama Ücreti / (⟪01.03.2021 -30.06.2024⟫ Kullandırılan Finansmanlarda),,,
turkiye_finans-8d5e15b03370-p678,1,turkiye_finans,VADE_SURESI,Vade 24 Ay,"{""deger"": 24, ""birim"": ""ay""}",0.95,Vade 12-24 Ay TL ⟪Vade 24 Ay⟫ ve Üzeri TL Vade 0-12 Ay (12 ay dahil) USD&EUR,,,
turkiye_finans-8d5e15b03370-p689,1,turkiye_finans,VADE_SURESI,Vade 24 Ay,"{""deger"": 24, ""birim"": ""ay""}",0.95,Vade 12-24 Ay USD&EUR ⟪Vade 24 Ay⟫ ve Üzeri USD&EUR,,,
turkiye_finans-8d5e15b03370-p702,1,turkiye_finans,VADE_SURESI,Vade 24 ay,"{""deger"": 24, ""birim"": ""ay""}",0.95,Vade 12-24 Ay USD&EUR ⟪Vade 24 ay⟫ ve Üzeri USD&EUR,,,
turkiye_finans-d622eabca63e-p012,3,turkiye_finans,MASRAF_DURUMU,masrafsız,"{""metin"": ""masrafsız""}",0.95,"oranı, 3 ay erteleme fırsatı ve yeni müşterilere özel dosya ⟪masrafsız⟫lık avantajı sizi bekliyor.",,,
turkiye_finans-0c0a8d736848-p016,0,turkiye_finans,KAR_PAYLASIM_ORANI,99/1,"{""musteri"": 99.0, ""banka"": 1.0, ""birim"": ""yuzde""}",0.9,insinden katılım hesabı açan bireysel müşterilerimize azami ⟪99/1⟫ kâr paylaşım oranı ile hesap açma avantajı sunulacaktır.,,,
turkiye_finans-416c7083b81e-p020,0,turkiye_finans,MASRAF_DURUMU,masrafsız,"{""metin"": ""masrafsız""}",0.95,"Siz de Türkiye Finans’a katılın, ⟪masrafsız⟫ bankacılığın avantajlarından yararlanmaya hemen başlayın.",,,
turkiye_finans-1b3447491705-p033,0,turkiye_finans,MASRAF_DURUMU,vade farksız,"{""metin"": ""vade farksız""}",0.95,r.Happy Avans ile acil nakit ihtiyaçlarınızı komisyonsuz ve ⟪vade farksız⟫ karşılamanızı sağlar.Çekilen nakit avans tutarına günlük en,,,
turkiye_finans-9fa9a7346b3a-p010,0,turkiye_finans,HEDEF_KITLE,Yeni müşterilerimize,"{""metin"": ""yeni müşterilerimize""}",0.9,"⟪Yeni müşterilerimize⟫, özel “Hoş Geldin” avantajını kaçırmayın! Hem Günlük Hesap’",,,
turkiye_finans-9fa9a7346b3a-p052,1,turkiye_finans,HEDEF_KITLE,yeni müşteri,"{""metin"": ""yeni müşteri""}",0.9,"5 Ağustos 2023 tarihi itibarıyla bankamızın ⟪yeni müşteri⟫si olan müşterilere, Günlük Hesap işlemlerinde 9 5 gün boyun",,,
turkiye_finans-a6110e3a809c-p016,1,turkiye_finans,KAR_PAYLASIM_ORANI,25/75,"{""musteri"": 25.0, ""banka"": 75.0, ""birim"": ""yuzde""}",0.9,"-Katılma hesaplarında Türk Lirası 98/2 , USD 25 /75 ve Euro ⟪25/75⟫, Altın 2/98 avantajlı kâr paylaşım oranlarından yararlanır.",,,
turkiye_finans-1fdfeab3d8b2-p018,0,turkiye_finans,KAMPANYA_SURESI,29 Ekim 1923 tarihinde,"{""tarih"": ""1923-10-29""}",0.9,"Cumhuriyet Bayramı, ⟪29 Ekim 1923 tarihinde⟫ Türkiye Büyük Millet Meclisi tarafından cumhuriyet yönetimi",,,
vakif_katilim-03b377e6c4c9-p000,0,vakif_katilim,MASRAF_DURUMU,Vade Farksız,"{""metin"": ""vade farksız""}",0.95,VKart’la Sağlıkta ⟪Vade Farksız⟫ 5 Taksit Kampanya Geçerlilik Tarihi,,,
vakif_katilim-03b377e6c4c9-p002,2,vakif_katilim,TAKSIT_SAYISI,5 taksit,"{""deger"": 5, ""birim"": ""adet""}",0.93,"bireysel Vakıf Katılım Kredi Kartı ile ödeyin, vade farksız ⟪5 taksit⟫ avantajından yararlanın!",,,
vakif_katilim-3c8ddbc0b12a-p002,0,vakif_katilim,INDIRIM_ORANI,%25,"{""deger"": 25.0, ""birim"": ""yuzde""}",0.9,lım müşterileri Vialand Tema Park günlük giriş biletlerinde ⟪%25⟫ indirim,,,
vakif_katilim-03c2855c1658-p000,0,vakif_katilim,INDIRIM_ORANI,%20,"{""deger"": 20.0, ""birim"": ""yuzde""}",0.9,Muhiku’da ⟪%20⟫ İndirim! Kampanya Geçerlilik Tarihi,,,
vakif_katilim-03c2855c1658-p012,0,vakif_katilim,INDIRIM_ORANI,%75,"{""deger"": 75.0, ""birim"": ""yuzde""}",0.9,"ampanyalar Dijitalden Müşteri Ol, Hisse Senedi İşlemlerinde ⟪%75⟫ Komisyon İndirimi Kazan!",,,
vakif_katilim-acc264662889-p025,0,vakif_katilim,INDIRIM_ORANI,%75,"{""deger"": 75.0, ""birim"": ""yuzde""}",0.9,"ampanyalar Dijitalden Müşteri Ol, Hisse Senedi İşlemlerinde ⟪%75⟫ Komisyon İndirimi Kazan!",,,
vakif_katilim-21f5058e2c0c-p001,0,vakif_katilim,KAMPANYA_SURESI,08 Ocak 2026 - 31 Aralık 2026,"{""baslangic"": ""2026-01-08"", ""bitis"": ""2026-12-31""}",0.94,⟪08 Ocak 2026 - 31 Aralık 2026⟫ Kampanya Detayları,,,
vakif_katilim-a34f03e0c477-p001,0,vakif_katilim,KAMPANYA_SURESI,01 Temmuz 2025 - 31 Aralık 2029,"{""baslangic"": ""2025-07-01"", ""bitis"": ""2029-12-31""}",0.94,⟪01 Temmuz 2025 - 31 Aralık 2029⟫ Kampanya Detayları,,,
vakif_katilim-708596b1b513-p000,0,vakif_katilim,MASRAF_DURUMU,Vade Farksız,"{""metin"": ""vade farksız""}",0.95,TROY’la Eğitimde ⟪Vade Farksız⟫ 5 Taksit Kampanya Geçerlilik Tarihi,,,
vakif_katilim-708596b1b513-p002,2,vakif_katilim,TAKSIT_SAYISI,5 taksit,"{""deger"": 5, ""birim"": ""adet""}",0.93,"sel Vakıf Katılım TROY Kredi Kartı ile ödeyin, vade farksız ⟪5 taksit⟫ avantajından yararlanın!",,,
vakif_katilim-710f9023681c-p002,0,vakif_katilim,INDIRIM_ORANI,%15,"{""deger"": 15.0, ""birim"": ""yuzde""}",0.9,"ıf Katılım müşterileri, Arzum'da yapacakları alışverişlerde ⟪%15⟫ indirimden yararlanıyor!",,,
vakif_katilim-0c13059ce93b-p023,0,vakif_katilim,INDIRIM_ORANI,%75,"{""deger"": 75.0, ""birim"": ""yuzde""}",0.9,"Dijitalden Müşteri Ol, Hisse Senedi İşlemlerinde ⟪%75⟫ Komisyon İndirimi Kazan!",,,
vakif_katilim-e5f18227a332-p023,1,vakif_katilim,INDIRIM_ORANI,%15,"{""deger"": 15.0, ""birim"": ""yuzde""}",0.9,Vialand’da %25 İndirim! Arzum’da ⟪%15⟫ İndirim!,,,
vakif_katilim-6e16fc1ad7d4-p008,0,vakif_katilim,INDIRIM_ORANI,%5,"{""deger"": 5.0, ""birim"": ""yuzde""}",0.9,sepette ⟪%5⟫ indirim sizi bekliyor. Vakıf Katılım müşterisi değilseniz,,,
vakif_katilim-6e16fc1ad7d4-p016,0,vakif_katilim,KAMPANYA_SURESI,01 Aralık 2026 tarihine kadar,"{""bitis"": ""2026-12-01""}",0.9,Kampanya ⟪01 Aralık 2026 tarihine kadar⟫ geçerlidir.,,,
vakif_katilim-260786e70cf1-p013,4,vakif_katilim,VADE_SURESI,vade 36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.95,00.000 TL arasında olan motosiklet finansmanları için azami ⟪vade 36 ay⟫; nihai fatura değeri 800.001 TL ile 1.200.000 TL arasında o,,,
vakif_katilim-79217d1d3717-p001,5,vakif_katilim,TAKSIT_SAYISI,10 taksit,"{""deger"": 10, ""birim"": ""adet""}",0.93,. Cep telefonu alışverişleriniz 20.000 TL’ye kadar en fazla ⟪10 taksit⟫ olarak vadelendirilmektedir.,,,
vakif_katilim-1970f79392c9-p015,0,vakif_katilim,KAMPANYA_SURESI,1 Ağustos 2025 tarihinde,"{""tarih"": ""2025-08-01""}",0.9,"nış işlemleri, şubelerimiz aracılığıyla yapılabilir. Ayrıca ⟪1 Ağustos 2025 tarihinde⟫n sonra müşterimiz olanlar,",,,
vakif_katilim-1810ebaeaf08-p007,0,vakif_katilim,KAR_PAYI_ORANI,%20,"{""deger"": 20.0, ""birim"": ""yuzde""}",0.92,ıf Katılım’da birikimini yapmaya başla; hem kâr payı hem de ⟪%20⟫’ye kadar devlet katkısıyla konut sahibi olma fırsatı yakala,,,
vakif_katilim-6dc8c383a039-p016,0,vakif_katilim,KAR_PAYLASIM_ORANI,95/5,"{""musteri"": 95.0, ""banka"": 5.0, ""birim"": ""yuzde""}",0.9,Konut hesabı ⟪95/5⟫ kâr paylaşım oranıyla yüksek kâr payı sağlayan bir hesap tü,,,
vakif_katilim-72cde7b7614d-p036,1,vakif_katilim,INDIRIM_ORANI,%50,"{""deger"": 50.0, ""birim"": ""yuzde""}",0.9,"lanta mağazalarında yapacağınız pırlanta alışverişlerinizde ⟪%50⟫, altın takı alışverişlerinizde %25 indirim fırsatından yara",,,
vakif_katilim-25f15f2dfa12-p010,0,vakif_katilim,KAR_PAYI_ORANI,%20,"{""deger"": 20.0, ""birim"": ""yuzde""}",0.92,ıf Katılım’da birikimini yapmaya başla; hem kâr payı hem de ⟪%20⟫’ye kadar devlet katkısıyla konut sahibi olma fırsatı yakala,,,
vakif_katilim-c3b2821f3c41-p004,1,vakif_katilim,HARCAMA_ESIGI,6.000 TL ve üzeri,"{""deger"": 6000.0, ""birim"": ""TRY""}",0.9,"tarihine kadar, www.ikea.com.tr ve IKEA mobil uygulamasında ⟪6.000 TL ve üzeri⟫ mobilya ve aksesuar alışverişlerinde kullanabilirsiniz.",,,
vakif_katilim-ccec72a3a0f1-p013,0,vakif_katilim,INDIRIM_ORANI,%20,"{""deger"": 20.0, ""birim"": ""yuzde""}",0.9,Muhiku’da ⟪%20⟫ İndirim! Espressolab Hediye Kahve Kampanyası,,,
vakif_katilim-df3f10a4207f-p014,0,vakif_katilim,VADE_SURESI,vade 36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.95,"400.001 TL – 800.000 TL aralığında olan araçlar için azami ⟪vade 36 ay⟫,",,,
vakif_katilim-f1260be690c0-p002,1,vakif_katilim,HARCAMA_ESIGI,500 TL ve üzeri,"{""deger"": 500.0, ""birim"": ""TRY""}",0.9,"Vakıf Katılım Kredi Kartı ile giyim sektöründe tek seferde ⟪500 TL ve üzeri⟫ alışveriş yapın, LC Waikiki’de geçerli 250 TL tutarında hed",,,
vakif_katilim-e78e53d1f4e9-p003,0,vakif_katilim,KAMPANYA_SURESI,17 Kasım 2025,"{""tarih"": ""2025-11-17""}",0.9,Kampanya Şartları • Kampanya ⟪17 Kasım 2025⟫ saat 00:01 ve 17 Aralık 2025 saat 23:59 arasında geçerlidir,,,
vakif_katilim-e78e53d1f4e9-p022,0,vakif_katilim,KAMPANYA_SURESI,20 Ekim 2025,"{""tarih"": ""2025-10-20""}",0.9,"anılmayan dönemler için kısmi ücret iadesi yapılır. Örneğin ⟪20 Ekim 2025⟫’te Yıllık Plus üyesi olmuş bir kullanıcı, TROY kampanyasınd",,,
vakif_katilim-e78e53d1f4e9-p028,0,vakif_katilim,INDIRIM_ORANI,%20,"{""deger"": 20.0, ""birim"": ""yuzde""}",0.9,Muhiku’da ⟪%20⟫ İndirim! Espressolab Hediye Kahve Kampanyası,,,
vakif_katilim-c2f1b3190800-p002,1,vakif_katilim,HARCAMA_ESIGI,500 TL ve üzeri,"{""deger"": 500.0, ""birim"": ""TRY""}",0.9,"ıf Katılım Kredi Kartınız ile market sektöründe tek seferde ⟪500 TL ve üzeri⟫ alışveriş yapın, A101’de geçerli 250 TL tutarında hediye çe",,,
vakif_katilim-74f984610587-p003,0,vakif_katilim,KAMPANYA_SURESI,07.11.2025 – 31.12.2025,"{""baslangic"": ""2025-11-07"", ""bitis"": ""2025-12-31""}",0.94,Kampanya Şartları • ⟪07.11.2025 – 31.12.2025⟫ tarihleri arasında Turkcell uygulaması veya www.turkcell.co,,,
vakif_katilim-3b6b783e73dd-p012,0,vakif_katilim,INDIRIM_ORANI,%75,"{""deger"": 75.0, ""birim"": ""yuzde""}",0.9,"ampanyalar Dijitalden Müşteri Ol, Hisse Senedi İşlemlerinde ⟪%75⟫ Komisyon İndirimi Kazan!",,,
vakif_katilim-c92c1d99c738-p002,1,vakif_katilim,HARCAMA_ESIGI,500 TL ve üzeri,"{""deger"": 500.0, ""birim"": ""TRY""}",0.9,"Vakıf Katılım Kredi Kartı ile giyim sektöründe tek seferde ⟪500 TL ve üzeri⟫ alışveriş yapın, LC Waikiki’de geçerli 250 TL tutarında hed",,,
vakif_katilim-6cff74d29214-p000,0,vakif_katilim,INDIRIM_ORANI,%25,"{""deger"": 25.0, ""birim"": ""yuzde""}",0.9,VKart ile Arzum’da ⟪%25⟫ İndirim! Kampanya Geçerlilik Tarihi,,,
ziraat_katilim-41ef8dab7801-p011,1,ziraat_katilim,VADE_SURESI,vade 36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.95,"hariçtir. 1 - 125.000 TL'ye kadar olan finansmanlarda azami ⟪vade 36 ay⟫, 125.001 - 250.000 TL'ye kadar olan finansmanlarda azami va",,,
ziraat_katilim-41ef8dab7801-p046,4,ziraat_katilim,VADE_SURESI,vade 24 ay,"{""deger"": 24, ""birim"": ""ay""}",0.95,"ay, 125.001 - 250.000 TL'ye kadar olan finansmanlarda azami ⟪vade 24 ay⟫, 250.000 TL üzerinde finansmanlarda ise vade 12 aydır.",,,
ziraat_katilim-3cc4281f0de5-p018,0,ziraat_katilim,HARCAMA_ESIGI,125.000 TL üzerindeki,"{""deger"": 125000.0, ""birim"": ""TRY""}",0.9,"400,00 TL ⟪125.000 TL üzerindeki⟫ tutarlar için %0.2, altındaki tutarlar için sabit ücret alı",,,
ziraat_katilim-7894ae738d31-p007,0,ziraat_katilim,TAKSIT_SAYISI,3 Taksit,"{""deger"": 3, ""birim"": ""adet""}",0.93,Son Gün Elektronik ve Telekomünikasyon Teknosa'da ⟪3 Taksit⟫,,,
ziraat_katilim-7894ae738d31-p012,0,ziraat_katilim,TAKSIT_SAYISI,5 Taksit,"{""deger"": 5, ""birim"": ""adet""}",0.93,"Son Gün Kuyum, Optik ve Saat Saat&Saat'te ⟪5 Taksit⟫",,,
ziraat_katilim-7894ae738d31-p017,0,ziraat_katilim,TAKSIT_SAYISI,5 Taksit,"{""deger"": 5, ""birim"": ""adet""}",0.93,"Lassa'da ⟪5 Taksit⟫ Son Gün Kuyum, Optik ve Saat",,,
ziraat_katilim-7894ae738d31-p022,0,ziraat_katilim,TAKSIT_SAYISI,9 Taksit,"{""deger"": 9, ""birim"": ""adet""}",0.93,"Baymak'ta ⟪9 Taksit⟫ Son Gün Kuyum, Optik ve Saat",,,
ziraat_katilim-7894ae738d31-p116,0,ziraat_katilim,TAKSIT_SAYISI,4 Taksit,"{""deger"": 4, ""birim"": ""adet""}",0.93,Son Gün Giyim ve Aksesuar W Collection'da ⟪4 Taksit⟫,,,
ziraat_katilim-7894ae738d31-p124,0,ziraat_katilim,TAKSIT_SAYISI,6 Taksit,"{""deger"": 6, ""birim"": ""adet""}",0.93,"im, Kitap ve Kırtasiye Seçili Okullarda Peşin Ödemelerinize ⟪6 Taksit⟫",,,
ziraat_katilim-7894ae738d31-p133,0,ziraat_katilim,TAKSIT_SAYISI,9 Taksit,"{""deger"": 9, ""birim"": ""adet""}",0.93,Son Gün Mobilya ve Dekorasyon ModaLife'ta ⟪9 Taksit⟫,,,
ziraat_katilim-7894ae738d31-p146,0,ziraat_katilim,INDIRIM_ORANI,%30,"{""deger"": 30.0, ""birim"": ""yuzde""}",0.9,Gün Turizm ve Seyahat Enterprise'ta Araç Kiralamalarınızda ⟪%30⟫ İndirim,,,
ziraat_katilim-7894ae738d31-p155,0,ziraat_katilim,INDIRIM_ORANI,%5,"{""deger"": 5.0, ""birim"": ""yuzde""}",0.9,on Gün Turizm ve Seyahat Pazarama Tatil'de Seçili Otellerde ⟪%5⟫ İndirim,,,
ziraat_katilim-7894ae738d31-p160,0,ziraat_katilim,TAKSIT_SAYISI,6 Taksit,"{""deger"": 6, ""birim"": ""adet""}",0.93,Son Gün Turizm ve Seyahat Türk Hava Yolları'nda ⟪6 Taksit⟫,,,
ziraat_katilim-7894ae738d31-p167,0,ziraat_katilim,TAKSIT_SAYISI,5 Taksit,"{""deger"": 5, ""birim"": ""adet""}",0.93,Mobilya ve Dekorasyon Bellona'da ⟪5 Taksit⟫,,,
ziraat_katilim-7894ae738d31-p172,0,ziraat_katilim,TAKSIT_SAYISI,4 Taksit,"{""deger"": 4, ""birim"": ""adet""}",0.93,Son Gün Diğer Kampanyalar Continental’de ⟪4 Taksit⟫,,,
ziraat_katilim-7894ae738d31-p177,0,ziraat_katilim,TAKSIT_SAYISI,12 Taksit,"{""deger"": 12, ""birim"": ""adet""}",0.93,Son Gün Yapı Sektörü ve İklimlendirme Daikin’de ⟪12 Taksit⟫,,,
ziraat_katilim-7894ae738d31-p182,0,ziraat_katilim,TAKSIT_SAYISI,8 Taksit,"{""deger"": 8, ""birim"": ""adet""}",0.93,Son Gün Mobilya ve Dekorasyon Divanev’de ⟪8 Taksit⟫,,,
ziraat_katilim-7894ae738d31-p187,0,ziraat_katilim,TAKSIT_SAYISI,9 Taksit,"{""deger"": 9, ""birim"": ""adet""}",0.93,Son Gün Mobilya ve Dekorasyon Çilek Mobilya'da ⟪9 Taksit⟫,,,
ziraat_katilim-7894ae738d31-p192,0,ziraat_katilim,TAKSIT_SAYISI,4 Taksit,"{""deger"": 4, ""birim"": ""adet""}",0.93,Son Gün Giyim ve Aksesuar Decathlon'da ⟪4 Taksit⟫,,,
ziraat_katilim-7894ae738d31-p197,0,ziraat_katilim,TAKSIT_SAYISI,4 Taksit,"{""deger"": 4, ""birim"": ""adet""}",0.93,Son Gün Giyim ve Aksesuar Ramsey’de ⟪4 Taksit⟫,,,
ziraat_katilim-7894ae738d31-p202,0,ziraat_katilim,TAKSIT_SAYISI,2 Taksit,"{""deger"": 2, ""birim"": ""adet""}",0.93,Son Gün Giyim ve Aksesuar Avva’da ⟪2 Taksit⟫,,,
ziraat_katilim-7894ae738d31-p207,0,ziraat_katilim,TAKSIT_SAYISI,9 Taksit,"{""deger"": 9, ""birim"": ""adet""}",0.93,Son Gün Beyaz Eşya ve Ev Aletleri Uğur Derin Dondurucu’da ⟪9 Taksit⟫,,,
ziraat_katilim-7894ae738d31-p212,0,ziraat_katilim,TAKSIT_SAYISI,7 Taksit,"{""deger"": 7, ""birim"": ""adet""}",0.93,Son Gün Mobilya ve Dekorasyon İstikbal’de ⟪7 Taksit⟫,,,
ziraat_katilim-57b54bb202aa-p001,0,ziraat_katilim,KAMPANYA_SURESI,1 Kasım- 4 Aralık 2023,"{""tarih"": ""2023-12-04""}",0.94,Kampanya ⟪1 Kasım- 4 Aralık 2023⟫ tarihleri arasında geçerli olacaktır.,,,
