kayit_id,banka,baslik,url,onerilen_tur,guven,gerekce,metin_basi,ONAY_E_H,DUZELTILMIS_TUR,NOT
kuveyt_turk-99574cafd3bc,kuveyt_turk,Toptancı Harcamalarınıza Her Ay Ekstra 5.000 Mil'e Varan Fırsat!,https://www.kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/toptanci-harcamalariniza-her-ay-ekstra-5000-mile-varan-firsat,Kart Kampanyası,0.791,"eslesen alanlar: url,breadcrumb,govde","Müşteri Ol Miles&Smiles Kuveyt Türk Business Kredi Kartları ile toptancı harcamalarınızda yıl boyunca avantajlı şekilde mil biriktirebilirsiniz. Yıl sonuna kadar her ay, Miles&Smiles Kuveyt Türk Business kartınızla yapac",,,
kuveyt_turk-d0be9d27b81e,kuveyt_turk,Akaryakıt Harcamalarınıza Her Ay Ekstra 2.000 Mil'e Varan Fırsat!,https://www.kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/akaryakit-harcamalariniza-her-ay-ekstra-2000-mile-varan-firsat,Kart Kampanyası,0.791,"eslesen alanlar: url,breadcrumb,govde","Miles&Smiles Kuveyt Türk Business Kredi Kartları ile akaryakıt harcamalarınızda yıl boyunca avantajlı şekilde mil biriktirebilirsiniz. Yıl sonuna kadar her ay, Miles&Smiles Kuveyt Türk Business kartınızla yapacağınız 2.0",,,
kuveyt_turk-2edf97841165,kuveyt_turk,E-Ticaret Harcamalarınıza Her Ay Ekstra 2.000 Mil'e Varan Fırsat!,https://www.kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/e-ticaret-harcamalariniza-her-ay-ekstra-2000-mile-varan-firsat,Kart Kampanyası,0.791,"eslesen alanlar: url,breadcrumb,govde","Müşteri Ol Miles&Smiles Kuveyt Türk Business Kredi Kartları ile e-ticaret harcamalarınızda yıl boyunca avantajlı şekilde mil biriktirebilirsiniz. Yıl sonuna kadar her ay, Miles&Smiles Kuveyt Türk Business kartınızla yapa",,,
kuveyt_turk-27d40e2e0e9e,kuveyt_turk,Sağlam Tohum Kart QR Ödeme ile 2.000 TL' ye Varan İndirim Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/saglam-tohum-kart-qr-odeme-ile-2000-tl-ye-varan-indirim-firsati,Kart Kampanyası,0.804,"eslesen alanlar: url,baslik,breadcrumb,govde","Sağlam Tohum Kredi Kartları ile yıl sonuna kadar her ay QR kod kullanarak yaptığınız 1.000 TL ve üzeri her harcamanızda %5, toplamda 2.000 TL indirim kazandırıyor! Kampanya kazanımı müşteri bazlıdır. Kampanya Otomatik Ka",,,
kuveyt_turk-bc79744764ee,kuveyt_turk,Penelope ve Othello’da Vade Farksız 4 Aya Varan Taksit Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/penelope-ve-othelloda-vade-farksiz-4-aya-varan-taksit-firsati,Kart Kampanyası,0.804,"eslesen alanlar: url,baslik,breadcrumb,govde",Kuveyt Türk bireysel kredi kartları ile 31 Aralık 2026 tarihine kadar Penelope ve Othello mağazalarında ve resmi web sitelerinde yapacağınız alışverişlerinizde vade farksız 4 aya varan taksit imkanı sizi bekliyor. Kampan,,,
kuveyt_turk-f78aa110d22d,kuveyt_turk,Brandy’s Mağazalarında Vade Farksız 3 Aya Varan Taksit Fırsatı,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/brandys-magazalarinda-vade-farksiz-3-aya-varan-taksit-firsati,Kart Kampanyası,0.804,"eslesen alanlar: url,baslik,breadcrumb,govde",Kuveyt Türk bireysel kredi kartları ile 31 Aralık 2026 tarihine kadar Brandy’s mağazalarında yapacağınız alışverişlerinizde vade farksız 3 aya varan taksit imkanı sizi bekliyor. Kampanyaya tüm Kuveyt Türk Bireysel Kredi,,,
kuveyt_turk-7ce93dd3efdf,kuveyt_turk,Diyanet Umre Finansmanı ile Vade Farksız 3 Taksit İmkanı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/finansman-kampanyalari/diyanet-umre-finansmani-ile-vade-farksiz-3-taksit-imkani,Finansman Kampanyası,0.77,"eslesen alanlar: url,baslik,breadcrumb,govde",Diyanet Umre Finansmanı ile kutsal topraklara ziyaretlerinizi herhangi bir finansal kaygı yaşamadan gerçekleştirebilirsiniz. Kampanya kapsamında Kutsal toprakları ziyaret etmek isteyen müşterilerimiz toplam umre tutarını,,,
kuveyt_turk-424da5c1056a,kuveyt_turk,Starwood Yapı Market’te Vade Farksız 3 Aya Varan Taksit Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/starwood-yapi-markette-vade-farksiz-3-aya-varan-taksit-firsati,Kart Kampanyası,0.804,"eslesen alanlar: url,baslik,breadcrumb,govde",Kuveyt Türk bireysel kredi kartları ile 31 Aralık 2026 tarihine kadar Starwood Yapı Market ’ ten yapacağınız alışverişlerinizde vade farksız 3 aya varan taksit imkanı sizi bekliyor. Kampanyaya tüm Kuveyt Türk Bireysel Kr,,,
kuveyt_turk-99196bcc2780,kuveyt_turk,Market ve Gıda Harcamalarınıza Her Ay Ekstra 2.000 Mil'e Varan Fırsat!,https://www.kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/market-ve-gida-harcamalariniza-her-ay-ekstra-2000-mile-varan-firsat,Kart Kampanyası,0.791,"eslesen alanlar: url,breadcrumb,govde","Müşteri Ol Miles&Smiles Kuveyt Türk Business Kredi Kartları ile market ve gıda harcamalarınızda yıl boyunca avantajlı şekilde mil biriktirebilirsiniz. Yıl sonuna kadar her ay, Miles&Smiles Kuveyt Türk Business kartınızla",,,
kuveyt_turk-c87f5745489e,kuveyt_turk,Yapı ve İnşaat Harcamalarınıza Her Ay Ekstra 5.000 Mil'e Varan Fırsat!,https://www.kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/yapi-ve-insaat-harcamalariniza-her-ay-ekstra-5000-mile-varan-firsat,Kart Kampanyası,0.791,"eslesen alanlar: url,breadcrumb,govde","Müşteri Ol Miles&Smiles Kuveyt Türk Business Kredi Kartları ile yapı ve inşaat harcamalarınızda yıl boyunca avantajlı şekilde mil biriktirebilirsiniz. Yıl sonuna kadar her ay, Miles&Smiles Kuveyt Türk Business kartınızla",,,
kuveyt_turk-e29499462e0c,kuveyt_turk,Sağlam Business Kart QR Ödeme ile 4.000 TL' ye Varan Altın Puan Fırsat,https://www.kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/saglam-business-kart-qr-odeme-ile-4000-tl-ye-varan-altin-puan-firsati,Kart Kampanyası,0.801,"eslesen alanlar: url,baslik,breadcrumb,govde","Sağlam Business Kredi Kartları yıl sonuna kadar her ay sizlere mil kazandırıyor! QR kod kullanarak yapacağınız 5.000 TL ve üzeri her harcamanızda %5, toplamda 4.000 TL Altın Puan kazandırıyor! Kampanyaya Kuveyt Türk Mobi",,,
kuveyt_turk-8d4e5a6cf966,kuveyt_turk,"Kuveyt Türk'ten E-Ticaret, E-İhracat ve Tekno Girişimcilere Özel Fırsa",https://www.kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/kuveyt-turkten-e-ticaret-e-ihracat-ve-tekno-girisimcilere-ozel-firsat,Kart Kampanyası,0.795,"eslesen alanlar: url,breadcrumb,govde","Kuveyt Türk Ticari kartlar ile Marqby'da %15'e varan paket indirim avantajı sizi bekliyor! Markanız ile ilgili ihtiyaçlarınıza göz atabilir marka araştırması, marka başvurusu, durum takibi ve portföy izleme gibi ürün çöz",,,
kuveyt_turk-d8a96d1a1c49,kuveyt_turk,Lajivert ve Ritmik Mobilya’da Vade Farksız 9 Aya Varan Taksit Fırsatı,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/lajivert-ve-ritmik-mobilyada-vade-farksiz-9-aya-varan-taksit-firsati,Kart Kampanyası,0.804,"eslesen alanlar: url,baslik,breadcrumb,govde",Kuveyt Türk bireysel kredi kartları ile 31 Aralık 2026’ya kadar Lajivert Mobilya ve Ritmik Mobilya mağazaları ve resmi web sitesinde yapacağınız alışverişlerinizde 9 aya varan taksit imkanı sizi bekliyor. Kampanyaya tüm,,,
kuveyt_turk-12f827344e00,kuveyt_turk,Yeni Sağlam Kart Troy'lulara Özel Vade Farksız 5 Aya Varan Taksit İmka,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/yeni-saglam-kart-troylulara-ozel-vade-farksiz-5-aya-varan-taksit-imkani,Kart Kampanyası,0.825,"eslesen alanlar: url,baslik,breadcrumb,govde","1 Ağustos - 31 Ağustos tarihleri arasında Sağlam Kart Troy başvurusu yapan müşteriler, 30 Eylül tarihine kadar vade farksız sonradan taksitlendirme yapabilecektir. Sağlam Kart Troy ile her ay Eğitim ve Sağlık sektörlerin",,,
kuveyt_turk-da7bb2ed4501,kuveyt_turk,"Kuveyt Türk Müşterilerine Özel %2,99 Oranlı Kar Paylı Taksitlendirme F",https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/kuveyt-turk-musterilerine-ozel-299-oranli-kar-payli-taksitlendirme-firsati,Kart Kampanyası,0.795,"eslesen alanlar: url,breadcrumb,govde","Kuveyt Türk bireysel kredi kart sahiplerine %2.99 oranlı kar paylı taksitlendirme imkanı! Kuveyt Türk bireysel kredi kart müşterilerine özel, yapacakları harcamalarda %2.99 vade farkı ile 9 aya kadar taksit imkanı! Kuvey",,,
kuveyt_turk-8047dc8c0755,kuveyt_turk,"Sağlam Business Kart’tan Dev Kampanya 3 Ay Erteleme ve %3,49 Oranla 9 ",https://www.kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/saglam-business-karttan-dev-kampanya-3-ay-erteleme-ve-349-oranla-9-taksit-imkani,Kart Kampanyası,0.802,"eslesen alanlar: url,baslik,breadcrumb,govde",Müşteri Ol Kuveyt Türk Müşterilerine özel Sağlam Business Kartınız ile üst tutar sınırı olmaksızın yaptığınız tüm harcamaların ödemesini 3 ay erteleyebilirsiniz. Sağlam Business kartınız ile 3 ay ertelemeyle birlikte har,,,
kuveyt_turk-9c48e3294832,kuveyt_turk,Sağlam Business Kart Akaryakıt Harcamalarınıza 600 TL’ye Varan Altın P,https://www.kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/saglam-business-kart-akaryakit-harcamalariniza-600-tlye-varan-altin-puan-firsati,Kart Kampanyası,0.801,"eslesen alanlar: url,baslik,breadcrumb,govde",Sağlam Business Kredi Kartları yıl sonuna kadar her ay sizlere mil kazandırıyor! 2.000 TL ve üzeri akaryakıt harcamalarınızda 100 TL toplamda 600 TL Altın Puan kazandırıyor! Kampanyaya Kuveyt Türk Mobil üzerinden katılab,,,
kuveyt_turk-9706c8215fe2,kuveyt_turk,Taksitlio’da Yeni Müşterilere Özel Kuveyt Türk Alışveriş Finansmanı Fı,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/finansman-kampanyalari/taksitlioda-yeni-musterilere-ozel-kuveyt-turk-alisveris-finansmani-firsati,Finansman Kampanyası,0.625,"eslesen alanlar: url,baslik,breadcrumb,govde","Taksitlio’nun anlaşmalı olduğu mağazalarda yapacağınız 100.000 TL’ye kadar alışverişlerinizde 6 taksite kadar %2,99 avantajlı kar payı oranı ile alışveriş yapmanın tadını çıkarın! Kuveyt Türk Alışveriş Finansmanı Taksitl",,,
kuveyt_turk-afb88a88fac7,kuveyt_turk,"Kuveyt Türk Kredi Kartlarına Toprak Turizm Yurt Dışı Turlarında %10, U",https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/kuveyt-turk-kredi-kartlarina-toprak-turizm-yurt-disi-turlarinda-10-umre-turlarinda-7-indirim,Kart Kampanyası,0.687,"eslesen alanlar: url,baslik,breadcrumb,govde","Kuveyt Türklü Ol Yeni rotalar keşfetmek ya da umre yolculuğunuzu planlamak için Kuveyt Türk kredi kartınıza özel avantajlardan yararlanın. Kuveyt Türk ve Toprak Turizm iş birliği kapsamında, Kuveyt Türk Bireysel Kredi Ka",,,
kuveyt_turk-423f892c4954,kuveyt_turk,12 Aya Kadar ödemesiz dönemli ve indirimli Tarım Finansmanı Kuveyt Tür,https://www.kuveytturk.com.tr/isim-icin/tarim-bankaciligi/tarim-ve-hayvancilik-sektorune-ozel-kampanyalar/12-aya-kadar-odemesiz-donemli-ve-indirimli-tarim-finansmani-kuveyt-turkte,Finansman Kampanyası,0.77,"eslesen alanlar: url,baslik,breadcrumb,govde","Tarımsal üretim ve yetiştiricilik faaliyetlerinde bulunan tüm işletmeler, çiftçilik belgesine (ÇKS) sahip tüm çiftçiler, hayvancılık faaliyetinde bulunanlar tarım finansmanı başvurusu yapabilir. Kampanya kapsamında üreti",,,
kuveyt_turk-a6660bcbc926,kuveyt_turk,Kampanyalar,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin,Yeni Müşteri Kampanyası,0.369,eslesen alanlar: govde,"Kendim İçin İşim İçin Kampanya Arşivi Kampanya Aralığı: 20 Temmuz 2026 - 31 Aralık 2026 Davet Kodunla Gel, Memnuniyet Anketine Katıl, 750 TL Kazan! Davet Kodu ile Müşteri Olup Memnuniyet Anketine Katılanlara Toplamda 750",,,
kuveyt_turk-1c8ae40f9593,kuveyt_turk,İşim İçin | Kuveyt Türk Katılım Bankası,https://www.kuveytturk.com.tr/kampanyalar/isim-icin,Alışveriş Puanı Kampanyası,0.398,eslesen alanlar: govde,Kendim İçin İşim İçin Kampanya Arşivi Kampanya Aralığı: 13 Ağustos 2026 - 31 Ağustos 2026 Akaryakıt Sektöründe Sağlam Oran! Kuveyt Türk Tüm Tüzel Kartları ile 500 – 300.00 Arası Akaryakıt Taksitli Harcamalarınıza %2.99 V,,,
kuveyt_turk-775afe0eb086,kuveyt_turk,Hesaplar | Kuveyt Türk Katılım Bankası,https://www.kuveytturk.com.tr/isim-icin/yatirim/hesaplar,Yatırım Ürünü Kampanyası,0.88,"eslesen alanlar: url,breadcrumb,govde",Kendim İçin İşim İçin Cari Hesaplar Farklı bankacılık işlemlerinizi kolayca gerçekleştirmek için siz de Kuveyt Türk'te Cari Hesap Açın! Katılma Hesapları Birikiminizi güven içerisinde büyütme fırsatından Katılma Hesaplar,,,
kuveyt_turk-5f813a21b32d,kuveyt_turk,Yatırım Ürünleri,https://www.kuveytturk.com.tr/kendim-icin/yatirim-urunleri,Yatırım Ürünü Kampanyası,0.836,"eslesen alanlar: url,baslik,breadcrumb,govde",Kendim İçin İşim İçin Hazine Ürünleri Hazine Ürünleri alım satımında en avantajlı kurlarla en güvenli hizmet ayrıcalığı Kuveyt Türk’te! Kıymetli Maden Alım Satımı Döviz Alım Satımı Canlı Altın Fiyatları ve Altın Kuru Can,,,
kuveyt_turk-4b35dbf35ad5,kuveyt_turk,Finansman Ürünleri,https://www.kuveytturk.com.tr/isim-icin/finansman-urunleri,Finansman Kampanyası,0.544,"eslesen alanlar: url,baslik,breadcrumb,govde",Kendim İçin İşim İçin Gayri Nakdi Finansman Gayri Nakdi Finansman Desteği ihtiyaçlarınızda Kuveyt Türk en hızlı çözümün adresi! Teminat Mektupları Referans Mektupları Akreditifler Doğrudan Borçlandırma Sistemi Kabul-Aval,,,
kuveyt_turk-0be11061df37,kuveyt_turk,Hazine Ürünleri,https://www.kuveytturk.com.tr/isim-icin/yatirim/hazine-urunleri,Yatırım Ürünü Kampanyası,0.88,"eslesen alanlar: url,breadcrumb,govde","Kendim İçin İşim İçin Kıymetli Maden Alım Satımı Kıymetli Maden Alım Satımı yaparken işlem avantajlarından Kuveyt Türk'te yararlanın! TradePlus Hisse Senedi, Yatırım Fonu ve Sukuk işlemleriniz TradePlus ile parmaklarınız",,,
kuveyt_turk-b721cc8764c7,kuveyt_turk,Yatırım Hesabı,https://www.kuveytturk.com.tr/kendim-icin/hesaplar/yatirim-hesabi,Yatırım Ürünü Kampanyası,0.66,"eslesen alanlar: url,baslik,breadcrumb,govde",Birikimlerinizi büyütmek ister misiniz? Kuveyt Türk Yatırım Hesabı ile yatırımlarınıza istediğiniz gibi yön verebilir ve birikimlerinize değer katabilirsiniz. Yatırım Hesabı Nedir? Birikimlerini sermaye piyasalarında değ,,,
kuveyt_turk-3f5876b2d9b0,kuveyt_turk,Leasing | Kuveyt Türk Katılım Bankası,https://www.kuveytturk.com.tr/isim-icin/leasing,Finansman Kampanyası,0.702,"eslesen alanlar: url,baslik,breadcrumb,govde","Kendim İçin İşim İçin Leasing Nedir? Avantajları Nelerdir? Kuveyt Türk, avantajlar ile dolu leasing finansmanı ile yatırımlarınız için yanınızda! Leasing Süreci ve Hesaplama Aracı Leasing avantajlarına sahip pek çok ürün",,,
kuveyt_turk-4cfb7bb1ca87,kuveyt_turk,POS Kampanyaları,https://www.kuveytturk.com.tr/kampanyalar/isim-icin/pos-kampanyalari,Yeni Müşteri Kampanyası,0.504,eslesen alanlar: govde,Kendim İçin İşim İçin Kendim İçin İşim İçin Kampanya Arşivi Kampanya Aralığı: 1 Temmuz 2026 - 30 Eylül 2026 Kuveyt Türk'ten Eğitime Özel Taksitli POS Kampanyası İşletmenizin nakit akışını Kuveyt Türk güvencesiyle artırın,,,
kuveyt_turk-678e19564a7c,kuveyt_turk,KOBİ Kampanyaları,https://www.kuveytturk.com.tr/kampanyalar/isim-icin/kobi-kampanyalari,Taşıt Finansmanı Kampanyası,0.418,eslesen alanlar: govde,Kendim İçin İşim İçin Kampanya Arşivi Kampanya Aralığı: 6 Ağustos 2026 - 31 Aralık 2026 E-İhracatçılara Özel ShipEntegra ile Yurtdışı Kargo Gönderilerinize Vade Farksız 3 Taksit! Kuveyt Türk Ticari kredi kartlarınızla Sh,,,
kuveyt_turk-151efce43356,kuveyt_turk,Cari Hesaplar,https://www.kuveytturk.com.tr/isim-icin/yatirim/hesaplar/cari-hesaplar,Yatırım Ürünü Kampanyası,0.572,"eslesen alanlar: url,breadcrumb","Cari hesaplar ile çek tahsilatından kredi kartı ödemelerine kadar farklı işlemlerinizi kolayca gerçekleştirin. Cari Hesaplar Nedir? Cari Hesaplar; istediğiniz zaman para yatırıp çekebileceğiniz, karşılığında kar payı öde",,,
kuveyt_turk-0cbef1e7323a,kuveyt_turk,Kampanyalar,https://www.kuveytturk.com.tr/ozel-bankacilik/ayricaliklar/kampanyalar,Alışveriş Puanı Kampanyası,0.398,eslesen alanlar: govde,Kendim İçin İşim İçin Kuveyt Türk Ayrıcalıkları Kampanyalar Özel Bankacılık BES Ayrıcalığı ile Tanışın! Kuveyt Türk üzerinden yapılan BES sözleşmelerinde devlet ödemesine ek 4.050 TL'ye varan ek katkı payı fırsatı özel B,,,
tom_bank-55c4b4dac7d9,tom_bank,Kampanyalar,https://www.tombank.com.tr/kampanyalar.html,Yatırım Ürünü Kampanyası,0.372,eslesen alanlar: govde,"Güncel kampanyalarımız için lütfen tıklayın. Kampanyalar Özel Okul Ödemelerinde 10 Taksit, üstelik vade farksız! TOM Bank Hadi Kazananlar Kulubü Paketleri ile Hadi Black Kredi Kartı ile yapılacak özel okul ödemelerinde T",,,
tom_bank-1168e89f91c9,tom_bank,HADi Yatırım,https://www.tombank.com.tr/hadi-yatirim.html,Yatırım Ürünü Kampanyası,0.66,"eslesen alanlar: url,baslik,govde","Hadi Yatırım Hadi Yatırım Nedir? Hadi Yatırım; Hisse senedi ve yatırım fonlarının canlı olarak izlenebildiği ve halka arz işlemlerinin yapılabildiği, detaylı grafiklerle hazırlanan piyasa analizlerinin yanı sıra bültenle",,,
tom_bank-4f5c37fe8eec,tom_bank,HADi Kredi Kartı,https://www.tombank.com.tr/hadi-kredi-karti.html,Kart Kampanyası,0.645,"eslesen alanlar: url,baslik,govde","Hadi Kredi Kartı Nedir? Hadi Kredi Kartı, Hadi’den başvurarak aidat ve masraf ödemeden alabileceğin kredi kartıdır. Başvuru sonucunda verilen limitin ile yanında nakit para taşımana gerek kalmadan tüm harcamalarını güven",,,
tom_bank-b5e5741234a9,tom_bank,HADi Banka Kartı,https://www.tombank.com.tr/hadi-banka-karti.html,Kart Kampanyası,0.825,"eslesen alanlar: url,baslik,govde","Hadi Banka Kartı Nedir? Hadi Banka Kartı'nı dünyanın her yerinde tüm alışverişlerinde kullanabilir, yurt içi veya yurt dışındaki tüm ortak ATM’lerden para çekebilir veya yatırabilirsin. Sen de güvenle kullanabileceğin bi",,,
tom_bank-92335b20151d,tom_bank,TOM Bank | Türkiye'nin en büyük dijital bankası.,https://www.tombank.com.tr/kredili-hayat-sigortasi.html,Diğer / Kampanya Değil,0.7,kampanya sayfasi degil,"Kredili Hayat Sigortası Kredili Hayat Sigortası Nedir? Kredili Hayat Sigortası; kredi vadesi devam ederken poliçe kapsamındaki risklerin gerçekleşmesi durumunda, kalan kredi borcunun poliçe şartları ve teminat limitleri",,,
tom_bank-d711b543637a,tom_bank,TOM Bank | Türkiye'nin en büyük dijital bankası.,https://www.tombank.com.tr/hadi-kart-borcum-guvende.html,Kart Kampanyası,0.705,"eslesen alanlar: url,govde","Hadi Kart Borcum Güvende sana neler sunar? 50.000 TL’ye Varan Teminat Hadi Kart Borcum Güvende, çalışma şekline göre farklılaşan teminat ve teminat tutarları sunar. Özel sektör ücretli çalışanlar için 35.000 TL'ye kadar",,,
tom_bank-da74c29da555,tom_bank,Mağazadan Alışveriş Kredisi,https://www.tombank.com.tr/magazadan-alisveris-kredisi.html,Yeni Müşteri Kampanyası,0.369,eslesen alanlar: govde,"Mağazadan Alışveriş Kredisi Anlaşmalı mağazalardan yapacağın alışverişlerde, beyaz eşyadan küçük ev aletlerine, televizyondan bilgisayara kadar evinin ihtiyacı olan binlerce çeşit ürünü şimdi alıp 36 aya varan vadelerle",,,
tom_bank-b59fb03904a7,tom_bank,Ürünlerimiz,https://www.tombank.com.tr/urunlerimiz.html,Diğer / Kampanya Değil,0.7,kampanya sayfasi degil,"Ürünlerimiz Para Yükleme, Para Çekme, Para Gönderme, QR ile Ödeme ve Fatura Ödeme HADİ uygulaması ile tüm finansal işlemlerini hızlıca gerçekleştirmek çok kolay! HADİ hesabına hızlıca para yükleyebilir, yüklediğin parala",,,
tom_bank-9cfc57db28cf,tom_bank,Vadeli Hesap,https://www.tombank.com.tr/vadeli-hesap.html,Diğer / Kampanya Değil,0.7,kampanya sayfasi degil,"Vadeli Hesap (Katılma Hesabı )Nedir? Vadeli Hesap (Katılma Hesabı), tasarruflarını katılım bankacılığı prensipleri doğrultusunda değerlendirdiğin bir hesap türüdür. Vade sonunda oluşan getiri, kâra katılma esasına göre B",,,
tom_bank-d9c1ee1b14f1,tom_bank,Altın Biriktiren Hesap,https://www.tombank.com.tr/altin-biriktiren-hesap.html,Diğer / Kampanya Değil,0.7,kampanya sayfasi degil,"Altın Biriktiren Hesap Nedir? Altın Biriktiren Hesap, Hadi Kredi Kartı’ndan her ekstre döneminde senin belirlediğin tutarda otomatik altın alımı yaparak düzenli birikim yapmanı kolaylaştırır. Özellikler Altın biriktirme",,,
tom_bank-63c06a2dc9b0,tom_bank,Günlük Kazandıran Hesap,https://www.tombank.com.tr/gunluk-kazandiran-hesap.html,Yatırım Ürünü Kampanyası,0.504,eslesen alanlar: govde,"Günlük Kazandıran Hesap Günlük Kazandıran Hesap Nedir? İş günleri saat 17:00’de vadesiz (özel cari) hesaptaki birikiminin alt ve üst tutar limitleri aralığında bir bölümü vadesiz hesapta bırakılır, Vadesiz Alt Limitin üz",,,
tom_bank-5c7f9e5d8164,tom_bank,HADi Taksitli Alışveriş Kredisi,https://tombank.com.tr/taksitle.html,Kart Kampanyası,0.346,eslesen alanlar: govde,"Hadi Taksitli Alışveriş Kredisi Nedir? Sana özel olarak hazırlanmış Taksitli Alışveriş Limitin ile anlaşmalı mağazalardan yapacağın alışverişlerde, beyaz eşyadan küçük ev aletlerine, televizyondan bilgisayara kadar evini",,,
tom_bank-79805404e1d9,tom_bank,Veresiye Alışveriş Kredisi,https://www.tombank.com.tr/veresiye.html,Kart Kampanyası,0.346,eslesen alanlar: govde,"Veresiye Alışveriş Kredisi Nedir? Sana özel olarak belirlenmiş Veresiye Alışveriş Limitin ile tüm A101, English Home ve EVE mağazalarından, A101.com.tr'den ve A101 uygulamasından yapacağın tüm alışverişlerinde, market ür",,,
tom_bank-1780eb35db0c,tom_bank,Gümüş Hesabı,https://www.tombank.com.tr/gumus-hesabi.html,Yatırım Ürünü Kampanyası,0.88,"eslesen alanlar: url,baslik,govde",Gümüş Hesabı Gümüş Hesabı ile birikimlerine değer kat! 1000/1000 saflıkta gümüş ile alım-satım işlemlerini TOM Bank Hadi’den kolayca yap. Özellikler Gümüş hesapları gram cinsinden açılır ve alım-satım işlemleri 1000/1000,,,
tom_bank-7ec17c05b9bb,tom_bank,"Para Yükleme, Çekme, Gönderme ve Fatura Ödeme",https://www.tombank.com.tr/para-yukleme-cekme-gonderme-fatura.html,Diğer / Kampanya Değil,0.45,kampanya sayfasi degil,"Para Yükleme Hadi hesabına para yükleyebilir, yüklediğin kadar harcayabilirsin. Üstelik Hadi ile harcadıkça kazanabilirsin. İster banka hesabından ister kredi kartından Hadi hesabına rahatça para yükleyebilirsin. Kartına",,,
emlak_katilim-0b3589ad4394,emlak_katilim,Ürün ve Hizmet Ücretleri,https://www.emlakkatilim.com.tr/tr/urun-ve-hizmet-ucretleri,Diğer / Kampanya Değil,0.7,kampanya sayfasi degil,Temel Bankacılık Ürün ve Hizmet Ücretleri Bireysel Bankacılık Ürün ve Hizmet Ücretleri Bireysel Bankacılık Ürün ve Hizmet Ücretlerine ilişkin tabloya ulaşmak için Ticari Bankacılık Ürün ve Hizmet Ücretleri Ticari Bankacı,,,
emlak_katilim-1dc4d6626254,emlak_katilim,Kampanya | Türkiye Emlak Katılım Bankası,https://www.emlakkatilim.com.tr/tr/bireysel/kampanyalar/kampanya/emlak-katilim-debit-kart-ile-ilk-harcamanizin-yarisi-nakit-iade,Kart Kampanyası,0.793,"eslesen alanlar: url,breadcrumb,govde","Emlak Katılım Debit Kart ile İlk Harcamanızın Yarısı Nakit İade! Emlak Katılım mobil uygulaması üzerinden görüntülü görüşme ile müşteri olanlar, ilk harcamalarının yarısı kadar, toplamda 500 TL’ye varan nakit iade kazanı",,,
emlak_katilim-5c451b4c074a,emlak_katilim,Kampanya | Türkiye Emlak Katılım Bankası,https://www.emlakkatilim.com.tr/tr/bireysel/kampanyalar/kampanya/marina-mayoda-tum-urunlerde-15-indirim,Kart Kampanyası,0.472,eslesen alanlar: govde,Marina Mayo’da Tüm Ürünlerde %15 İndirim! Kampanyaya Nasıl Katılırım? Marinatr.com web sitesinde sepet sayfasında emlak15 kupon kodu ile indirimden faydalanabilirsiniz. Marina mağazalarında Emlak Katılım kartınızı ibraz,,,
emlak_katilim-d19ceacf2266,emlak_katilim,Kampanya | Türkiye Emlak Katılım Bankası,https://www.emlakkatilim.com.tr/tr/bireysel/kampanyalar/kampanya/paraf-ile-incehesapcomda-pesin-fiyatina-3-taksit-firsati,Kart Kampanyası,0.795,"eslesen alanlar: url,breadcrumb,govde",Paraf ile İncehesap.com'da Peşin Fiyatına 3 Taksit Fırsatı! 31 Ağustos 2026 tarihine kadar İncehesap.com web adresinde Paraf POS’undan yapılacak alışverişlerinize peşin fiyatına 3 taksit imkanı sunulacaktır. Taksit kampa,,,
