pasaj_id,span_no,banka,etiket,yakalanan,normal_deger,guven,baglam,ONAY_E_H,DUZELTILMIS_ETIKET,NOT
turkiye_finans-aaa57aeb4a4c-p033,2,turkiye_finans,VADE_SURESI,6 Ay,"{""deger"": 6, ""birim"": ""ay""}",0.85,1 Ay (%) 3 Ay (%) ⟪6 Ay⟫ (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-aaa57aeb4a4c-p033,3,turkiye_finans,VADE_SURESI,1 Yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,1 Ay (%) 3 Ay (%) 6 Ay (%) ⟪1 Yıl⟫ (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-aaa57aeb4a4c-p035,0,turkiye_finans,VADE_SURESI,1 Yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,"⟪1 Yıl⟫ (%) 1 Yıldan Uzun Vade (%) 5,000 gr.",,,
turkiye_finans-aaa57aeb4a4c-p037,0,turkiye_finans,VADE_SURESI,1 Ay,"{""deger"": 1, ""birim"": ""ay""}",0.85,⟪1 Ay⟫ (%) 3 Ay (%) 6 Ay (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-aaa57aeb4a4c-p037,1,turkiye_finans,VADE_SURESI,3 Ay,"{""deger"": 3, ""birim"": ""ay""}",0.85,1 Ay (%) ⟪3 Ay⟫ (%) 6 Ay (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-aaa57aeb4a4c-p037,2,turkiye_finans,VADE_SURESI,6 Ay,"{""deger"": 6, ""birim"": ""ay""}",0.85,1 Ay (%) 3 Ay (%) ⟪6 Ay⟫ (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-aaa57aeb4a4c-p037,3,turkiye_finans,VADE_SURESI,1 Yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,1 Ay (%) 3 Ay (%) 6 Ay (%) ⟪1 Yıl⟫ (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-aaa57aeb4a4c-p039,0,turkiye_finans,VADE_SURESI,1 Yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,"⟪1 Yıl⟫ (%) 1 Yıldan Uzun Vade (%) 5,000 gr.",,,
turkiye_finans-aaa57aeb4a4c-p041,0,turkiye_finans,VADE_SURESI,1 Yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,⟪1 Yıl⟫ (%) 1 Yıldan Uzun Vade (%) 1 Ay = 31 Gün,,,
turkiye_finans-aaa57aeb4a4c-p041,1,turkiye_finans,VADE_SURESI,1 Ay,"{""deger"": 1, ""birim"": ""ay""}",0.85,1 Yıl (%) 1 Yıldan Uzun Vade (%) ⟪1 Ay⟫ = 31 Gün,,,
turkiye_finans-2bbe5ca21c31-p010,0,turkiye_finans,VADE_SURESI,3 Ay,"{""deger"": 3, ""birim"": ""ay""}",0.85,⟪3 Ay⟫ (%) 6 Ay (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p010,1,turkiye_finans,VADE_SURESI,6 Ay,"{""deger"": 6, ""birim"": ""ay""}",0.85,3 Ay (%) ⟪6 Ay⟫ (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p010,2,turkiye_finans,VADE_SURESI,1 Yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,3 Ay (%) 6 Ay (%) ⟪1 Yıl⟫ (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p012,0,turkiye_finans,VADE_SURESI,1 Ay,"{""deger"": 1, ""birim"": ""ay""}",0.85,⟪1 Ay⟫ (%) 3 Ay (%) 6 Ay (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p012,1,turkiye_finans,VADE_SURESI,3 Ay,"{""deger"": 3, ""birim"": ""ay""}",0.85,1 Ay (%) ⟪3 Ay⟫ (%) 6 Ay (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p012,2,turkiye_finans,VADE_SURESI,6 Ay,"{""deger"": 6, ""birim"": ""ay""}",0.85,1 Ay (%) 3 Ay (%) ⟪6 Ay⟫ (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p012,3,turkiye_finans,VADE_SURESI,1 Yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,1 Ay (%) 3 Ay (%) 6 Ay (%) ⟪1 Yıl⟫ (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p014,0,turkiye_finans,VADE_SURESI,1 Yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,⟪1 Yıl⟫ (%) 1 Yıldan Uzun Vade (%) Tanışma Hesabı,,,
turkiye_finans-2bbe5ca21c31-p015,0,turkiye_finans,VADE_SURESI,1 Ay,"{""deger"": 1, ""birim"": ""ay""}",0.85,⟪1 Ay⟫ (%) 3 Ay (%) 6 Ay (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p015,1,turkiye_finans,VADE_SURESI,3 Ay,"{""deger"": 3, ""birim"": ""ay""}",0.85,1 Ay (%) ⟪3 Ay⟫ (%) 6 Ay (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p015,2,turkiye_finans,VADE_SURESI,6 Ay,"{""deger"": 6, ""birim"": ""ay""}",0.85,1 Ay (%) 3 Ay (%) ⟪6 Ay⟫ (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p015,3,turkiye_finans,VADE_SURESI,1 Yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,1 Ay (%) 3 Ay (%) 6 Ay (%) ⟪1 Yıl⟫ (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p017,0,turkiye_finans,VADE_SURESI,1 Yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,⟪1 Yıl⟫ (%) 1 Yıldan Uzun Vade (%) Ara Dönem Kâr Payı Ödemeli Katıl,,,
turkiye_finans-2bbe5ca21c31-p018,0,turkiye_finans,VADE_SURESI,1 Ay,"{""deger"": 1, ""birim"": ""ay""}",0.85,⟪1 Ay⟫ (%) 3 Ay (%) 6 Ay (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p018,1,turkiye_finans,VADE_SURESI,3 Ay,"{""deger"": 3, ""birim"": ""ay""}",0.85,1 Ay (%) ⟪3 Ay⟫ (%) 6 Ay (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p018,2,turkiye_finans,VADE_SURESI,6 Ay,"{""deger"": 6, ""birim"": ""ay""}",0.85,1 Ay (%) 3 Ay (%) ⟪6 Ay⟫ (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p018,3,turkiye_finans,VADE_SURESI,1 Yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,1 Ay (%) 3 Ay (%) 6 Ay (%) ⟪1 Yıl⟫ (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p020,0,turkiye_finans,VADE_SURESI,1 Yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,⟪1 Yıl⟫ (%) 1 Yıldan Uzun Vade (%) Tanışma Hesabı,,,
turkiye_finans-2bbe5ca21c31-p021,0,turkiye_finans,VADE_SURESI,1 Ay,"{""deger"": 1, ""birim"": ""ay""}",0.85,⟪1 Ay⟫ (%) 3 Ay (%) 6 Ay (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p021,1,turkiye_finans,VADE_SURESI,3 Ay,"{""deger"": 3, ""birim"": ""ay""}",0.85,1 Ay (%) ⟪3 Ay⟫ (%) 6 Ay (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p021,2,turkiye_finans,VADE_SURESI,6 Ay,"{""deger"": 6, ""birim"": ""ay""}",0.85,1 Ay (%) 3 Ay (%) ⟪6 Ay⟫ (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p021,3,turkiye_finans,VADE_SURESI,1 Yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,1 Ay (%) 3 Ay (%) 6 Ay (%) ⟪1 Yıl⟫ (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p023,0,turkiye_finans,VADE_SURESI,1 Yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,⟪1 Yıl⟫ (%) 1 Yıldan Uzun Vade (%) Ara Dönem Kâr Payı Ödemeli Katıl,,,
turkiye_finans-2bbe5ca21c31-p024,0,turkiye_finans,VADE_SURESI,1 Ay,"{""deger"": 1, ""birim"": ""ay""}",0.85,⟪1 Ay⟫ (%) 3 Ay (%) 6 Ay (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p024,1,turkiye_finans,VADE_SURESI,3 Ay,"{""deger"": 3, ""birim"": ""ay""}",0.85,1 Ay (%) ⟪3 Ay⟫ (%) 6 Ay (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p024,2,turkiye_finans,VADE_SURESI,6 Ay,"{""deger"": 6, ""birim"": ""ay""}",0.85,1 Ay (%) 3 Ay (%) ⟪6 Ay⟫ (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p024,3,turkiye_finans,VADE_SURESI,1 Yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,1 Ay (%) 3 Ay (%) 6 Ay (%) ⟪1 Yıl⟫ (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p026,0,turkiye_finans,VADE_SURESI,1 Yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,⟪1 Yıl⟫ (%) 1 Yıldan Uzun Vade (%) Tanışma Hesabı,,,
turkiye_finans-2bbe5ca21c31-p027,0,turkiye_finans,VADE_SURESI,1 Ay,"{""deger"": 1, ""birim"": ""ay""}",0.85,⟪1 Ay⟫ (%) 3 Ay (%) 6 Ay (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p027,1,turkiye_finans,VADE_SURESI,3 Ay,"{""deger"": 3, ""birim"": ""ay""}",0.85,1 Ay (%) ⟪3 Ay⟫ (%) 6 Ay (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p027,2,turkiye_finans,VADE_SURESI,6 Ay,"{""deger"": 6, ""birim"": ""ay""}",0.85,1 Ay (%) 3 Ay (%) ⟪6 Ay⟫ (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p027,3,turkiye_finans,VADE_SURESI,1 Yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,1 Ay (%) 3 Ay (%) 6 Ay (%) ⟪1 Yıl⟫ (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p029,0,turkiye_finans,VADE_SURESI,1 Yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,⟪1 Yıl⟫ (%) 1 Yıldan Uzun Vade (%) 50 gr. Ara Dönem Kâr Payı Ödemel,,,
turkiye_finans-2bbe5ca21c31-p030,0,turkiye_finans,VADE_SURESI,1 Ay,"{""deger"": 1, ""birim"": ""ay""}",0.85,⟪1 Ay⟫ (%) 3 Ay (%) 6 Ay (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p030,1,turkiye_finans,VADE_SURESI,3 Ay,"{""deger"": 3, ""birim"": ""ay""}",0.85,1 Ay (%) ⟪3 Ay⟫ (%) 6 Ay (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p030,2,turkiye_finans,VADE_SURESI,6 Ay,"{""deger"": 6, ""birim"": ""ay""}",0.85,1 Ay (%) 3 Ay (%) ⟪6 Ay⟫ (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p030,3,turkiye_finans,VADE_SURESI,1 Yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,1 Ay (%) 3 Ay (%) 6 Ay (%) ⟪1 Yıl⟫ (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p032,0,turkiye_finans,VADE_SURESI,1 Yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,⟪1 Yıl⟫ (%) 1 Yıldan Uzun Vade (%) 50 gr. Tanışma Hesabı,,,
turkiye_finans-2bbe5ca21c31-p033,0,turkiye_finans,VADE_SURESI,1 Ay,"{""deger"": 1, ""birim"": ""ay""}",0.85,⟪1 Ay⟫ (%) 3 Ay (%) 6 Ay (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p033,1,turkiye_finans,VADE_SURESI,3 Ay,"{""deger"": 3, ""birim"": ""ay""}",0.85,1 Ay (%) ⟪3 Ay⟫ (%) 6 Ay (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p033,2,turkiye_finans,VADE_SURESI,6 Ay,"{""deger"": 6, ""birim"": ""ay""}",0.85,1 Ay (%) 3 Ay (%) ⟪6 Ay⟫ (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p033,3,turkiye_finans,VADE_SURESI,1 Yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,1 Ay (%) 3 Ay (%) 6 Ay (%) ⟪1 Yıl⟫ (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p035,0,turkiye_finans,VADE_SURESI,1 Yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,"⟪1 Yıl⟫ (%) 1 Yıldan Uzun Vade (%) 5,000 gr.",,,
turkiye_finans-2bbe5ca21c31-p037,0,turkiye_finans,VADE_SURESI,1 Ay,"{""deger"": 1, ""birim"": ""ay""}",0.85,⟪1 Ay⟫ (%) 3 Ay (%) 6 Ay (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p037,1,turkiye_finans,VADE_SURESI,3 Ay,"{""deger"": 3, ""birim"": ""ay""}",0.85,1 Ay (%) ⟪3 Ay⟫ (%) 6 Ay (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p037,2,turkiye_finans,VADE_SURESI,6 Ay,"{""deger"": 6, ""birim"": ""ay""}",0.85,1 Ay (%) 3 Ay (%) ⟪6 Ay⟫ (%) 1 Yıl (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p037,3,turkiye_finans,VADE_SURESI,1 Yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,1 Ay (%) 3 Ay (%) 6 Ay (%) ⟪1 Yıl⟫ (%) 1 Yıldan Uzun Vade (%),,,
turkiye_finans-2bbe5ca21c31-p039,0,turkiye_finans,VADE_SURESI,1 Yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,"⟪1 Yıl⟫ (%) 1 Yıldan Uzun Vade (%) 5,000 gr.",,,
turkiye_finans-2bbe5ca21c31-p041,0,turkiye_finans,VADE_SURESI,1 Yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,⟪1 Yıl⟫ (%) 1 Yıldan Uzun Vade (%) 1 Ay = 31 Gün,,,
turkiye_finans-2bbe5ca21c31-p041,1,turkiye_finans,VADE_SURESI,1 Ay,"{""deger"": 1, ""birim"": ""ay""}",0.85,1 Yıl (%) 1 Yıldan Uzun Vade (%) ⟪1 Ay⟫ = 31 Gün,,,
turkiye_finans-c76873da3146-p005,0,turkiye_finans,VADE_SURESI,3 ay,"{""deger"": 3, ""birim"": ""ay""}",0.85,ndi çalışanlarımıza sunduğumuz sabit ve avantajlı oranlarla ⟪3 ay⟫ ertelemeli ihtiyaç finansmanı Türkiye Finans’ta!,,,
turkiye_finans-d622eabca63e-p012,1,turkiye_finans,VADE_SURESI,3 ay,"{""deger"": 3, ""birim"": ""ay""}",0.85,"korundan bağımsız tüm vadelerde sabit %4.09 kâr payı oranı, ⟪3 ay⟫ erteleme fırsatı ve yeni müşterilere özel dosya masrafsızlı",,,
turkiye_finans-d622eabca63e-p019,0,turkiye_finans,VADE_SURESI,3 Ay,"{""deger"": 3, ""birim"": ""ay""}",0.85,⟪3 Ay⟫ Ertelemeli Katılım Bankacılığına Uygun İhtiyaç Finansmanı F,,,
turkiye_finans-d622eabca63e-p019,1,turkiye_finans,FINANSMAN_TUTARI,1.000 TL'ye Varan,"{""deger"": 1000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,li Katılım Bankacılığına Uygun İhtiyaç Finansmanı Fırsatı + ⟪1.000 TL'ye Varan⟫ Bonus!,,,
turkiye_finans-d622eabca63e-p020,1,turkiye_finans,VADE_SURESI,3 ay,"{""deger"": 3, ""birim"": ""ay""}",0.85,"Bu kampanya ile %3,59'dan başlayan kar payı oranları ile ⟪3 ay⟫ öteleme fırsatından yararlanarak finansman kullanılabilir v",,,
turkiye_finans-d622eabca63e-p020,2,turkiye_finans,ODUL_MIKTARI,100 TL,"{""deger"": 100.0, ""birim"": ""TRY""}",0.83,ket ve giyim alışverişlerinde her 1.000 TL’lik alışverişine ⟪100 TL⟫ bonus kazanabilir.,,,
turkiye_finans-2c732c464a1c-p005,0,turkiye_finans,ODUL_MIKTARI,32.000TL’ye Varan,"{""deger"": 32000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.83,"Emeklilere ⟪32.000TL’ye Varan⟫ Nakit Promosyon, Bonus ve Ödül Türkiye Finans’ta!",,,
turkiye_finans-61501c09c2e6-p004,0,turkiye_finans,HEDEF_KITLE,KOBİ’lerimize,"{""metin"": ""kobi̇’lerimize""}",0.85,Diğer Kampanyalar Biten Kampanyalar Mobil’den Müşteri Olan ⟪KOBİ’lerimize⟫ Avantaj Paketi,,,
turkiye_finans-b70d68fa3eb2-p004,0,turkiye_finans,ODUL_MIKTARI,650 TL,"{""deger"": 650.0, ""birim"": ""TRY""}",0.83,"iten Kampanyalar BES ile Hem Yarınınıza Değer Katın, Hem de ⟪650 TL⟫ Bonus Kazanın!",,,
turkiye_finans-b70d68fa3eb2-p005,0,turkiye_finans,ODUL_MIKTARI,650 TL,"{""deger"": 650.0, ""birim"": ""TRY""}",0.83,zı kullanarak satın alacağınız her yeni BES sözleşmesi için ⟪650 TL⟫ bonus sizi bekliyor.,,,
turkiye_finans-0c0a8d736848-p018,0,turkiye_finans,HARCAMA_ESIGI,10.000 TL,"{""deger"": 10000.0, ""birim"": ""TRY""}",0.8,"Kampanyadan yararlanmak için hesap açılış tutarı minimum ⟪10.000 TL⟫, maksimum 10.000.000 TL olabilir.",,,
turkiye_finans-0c0a8d736848-p018,1,turkiye_finans,HARCAMA_ESIGI,10.000.000 TL,"{""deger"": 10000000.0, ""birim"": ""TRY""}",0.8,"lanmak için hesap açılış tutarı minimum 10.000 TL, maksimum ⟪10.000.000 TL⟫ olabilir.",,,
turkiye_finans-08056d9e30ce-p004,0,turkiye_finans,FINANSMAN_TUTARI,50.000 TL'ye Varan,"{""deger"": 50000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,"Biten Kampanyalar Mobilden Türkiye Finanslı Ol, Kâr Paysız ⟪50.000 TL'ye Varan⟫ İhtiyaç Finansmanını Kaçırma!",,,
turkiye_finans-08056d9e30ce-p005,1,turkiye_finans,FINANSMAN_TUTARI,50.000 TL'ye varan,"{""deger"": 50000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,Şimdi mobilden Türkiye Finanslı olanlar %0 kar payı ile ⟪50.000 TL'ye varan⟫ İhtiyaç Finansman ından yararlanıyor.,,,
turkiye_finans-08056d9e30ce-p006,0,turkiye_finans,ODUL_MIKTARI,4.000 TL'ye Varan,"{""deger"": 4000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.83,"Faturaları Unutun, ⟪4.000 TL'ye Varan⟫ Bonus Kazanın!",,,
turkiye_finans-08056d9e30ce-p007,0,turkiye_finans,ODUL_MIKTARI,4.000 TL’ye varan,"{""deger"": 4000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.83,apan ve otomatik fatura ödeme talimatı veren müşterilerimiz ⟪4.000 TL’ye varan⟫ bonus kazanıyor.,,,
turkiye_finans-08056d9e30ce-p009,0,turkiye_finans,ODUL_MIKTARI,11.000 TL’ye varan,"{""deger"": 11000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.83,Avantajlı Tanışma Paketi ile mobilden müşteri olanlara özel ⟪11.000 TL’ye varan⟫ bonus kazanma fırsatı ve daha pek çok avantaj Türkiye Finan,,,
turkiye_finans-08056d9e30ce-p011,0,turkiye_finans,ODUL_MIKTARI,500 TL,"{""deger"": 500.0, ""birim"": ""TRY""}",0.83,"kazanın. Mobilden Türkiye Finanslı olan her yakınınız için ⟪500 TL⟫, toplamda 5.000 TL bonus sizin olsun.",,,
turkiye_finans-08056d9e30ce-p011,1,turkiye_finans,ODUL_MIKTARI,5.000 TL,"{""deger"": 5000.0, ""birim"": ""TRY""}",0.83,"n Türkiye Finanslı olan her yakınınız için 500 TL, toplamda ⟪5.000 TL⟫ bonus sizin olsun.",,,
turkiye_finans-416c7083b81e-p012,0,turkiye_finans,MASRAF_DURUMU,ücretsiz,"{""metin"": ""ücretsiz""}",0.7,"ATM, Mobil Şube ve İnternet Şubesi üzerinden ⟪ücretsiz⟫ EFT ve Havale",,,
turkiye_finans-416c7083b81e-p017,0,turkiye_finans,TAHSIS_UCRETI,10.000 TL,"{""deger"": 10000.0, ""birim"": ""TRY""}",0.85,"anlaşmalı İş Bankası, Yapı Kredi ve PTT ATM'lerinden günlük ⟪10.000 TL⟫'ye kadar olan tüm para çekme, para yatırma işlemlerini komi",,,
turkiye_finans-416c7083b81e-p023,0,turkiye_finans,MASRAF_DURUMU,ücretsiz,"{""metin"": ""ücretsiz""}",0.7,"ri, Mobil ve İnternet Şube üzerinden yapılan FAST işlemleri ⟪ücretsiz⟫ olarak gerçekleştirilecektir. Altın EFT işlemleri kampanyay",,,
turkiye_finans-416c7083b81e-p024,0,turkiye_finans,FINANSMAN_TUTARI,10.000 TL'ye kadar,"{""deger"": 10000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,"İş Bankası, Yapı Kredi ve/veya PTT ATM'lerinden, günlük ⟪10.000 TL'ye kadar⟫ olan tüm para çekme, para yatırma işlemleri ücretsiz, 10.00",,,
turkiye_finans-416c7083b81e-p026,0,turkiye_finans,MASRAF_DURUMU,ücretsiz,"{""metin"": ""ücretsiz""}",0.7,kart ile Bonus üye iş yerlerinden yapılacak alışverişlerde ⟪ücretsiz⟫ taksit imkânı sağlanacaktır.Zero kartlar artı taksit kampan,,,
turkiye_finans-4b99e4729a5d-p014,0,turkiye_finans,FINANSMAN_TUTARI,25.000 TL,"{""deger"": 25000.0, ""birim"": ""TRY""}",0.8,"Banka kartınızla günlük para çekme limiti ⟪25.000 TL⟫’dir. Paratik Plus, Yapı Kredi ve PTT ATM’lerinden günlük 5.",,,
turkiye_finans-4b99e4729a5d-p014,1,turkiye_finans,TAHSIS_UCRETI,5.000 TL,"{""deger"": 5000.0, ""birim"": ""TRY""}",0.85,"TL’dir. Paratik Plus, Yapı Kredi ve PTT ATM’lerinden günlük ⟪5.000 TL⟫’ye kadar olan para çekme ve para yatırma işlemlerinizi komi",,,
turkiye_finans-4b99e4729a5d-p020,0,turkiye_finans,TAHSIS_UCRETI,27 TL,"{""deger"": 27.0, ""birim"": ""TRY""}",0.85,"MV dahil), bakiye sorgulama işlemlerinde ise işlem başına 0.⟪27 TL⟫ (BSMV dahil) işlem komisyonu hesabınızdan tahsil edilecekti",,,
turkiye_finans-492d019a85a9-p014,0,turkiye_finans,VADE_SURESI,3 ay,"{""deger"": 3, ""birim"": ""ay""}",0.85,"inansmanı (Taşıt Kredisi)* başvurunuzu hemen yapın, ödemeye ⟪3 ay⟫ sonra başlayın.",,,
turkiye_finans-492d019a85a9-p024,0,turkiye_finans,VADE_SURESI,48 ay,"{""deger"": 48, ""birim"": ""ay""}",0.85,"400.000 TL'ye kadar araçlar için maksimum vade süresi ⟪48 ay⟫,",,,
turkiye_finans-492d019a85a9-p025,0,turkiye_finans,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,"00.000 - 800.000 TL arası araçlar için maksimum vade süresi ⟪36 ay⟫,",,,
turkiye_finans-492d019a85a9-p026,0,turkiye_finans,VADE_SURESI,24 ay,"{""deger"": 24, ""birim"": ""ay""}",0.85,"0 TL - 1.200.000 TL arası araçlar için maksimum vade süresi ⟪24 ay⟫,",,,
turkiye_finans-492d019a85a9-p073,0,turkiye_finans,FINANSMAN_TUTARI,2.000.000 TL,"{""deger"": 2000000.0, ""birim"": ""TRY""}",0.8,1.200.000-⟪2.000.000 TL⟫ arasında %20’si 2.000.000 TL üzerinde %0’ı kadar taşıt fina,,,
turkiye_finans-492d019a85a9-p073,1,turkiye_finans,FINANSMAN_TUTARI,2.000.000 TL,"{""deger"": 2000000.0, ""birim"": ""TRY""}",0.8,1.200.000-2.000.000 TL arasında %20’si ⟪2.000.000 TL⟫ üzerinde %0’ı kadar taşıt finansmanı (Taşıt Kredisi)* kulla,,,
turkiye_finans-eab79b1ac350-p035,0,turkiye_finans,FINANSMAN_TUTARI,100.000 TL,"{""deger"": 100000.0, ""birim"": ""TRY""}",0.8,⟪100.000 TL⟫. baz alınarak oluşturulan konut finansmanı örnek ödeme tabl,,,
turkiye_finans-eab79b1ac350-p037,0,turkiye_finans,VADE_SURESI,120 ay,"{""deger"": 120, ""birim"": ""ay""}",0.85,"Finansmanın maksimum vadesi ⟪120 ay⟫ olup, tahsis ücreti vergiler hariç finansman tutarının bind",,,
turkiye_finans-eab79b1ac350-p039,0,turkiye_finans,TAHSIS_UCRETI,500 TL,"{""deger"": 500.0, ""birim"": ""TRY""}",0.85,"Alınacak ücretler: ⟪500 TL⟫ tahsis ücreti, 3.000 TL ipotek tesis ücreti, 16.500 TL Eksp",,,
turkiye_finans-eab79b1ac350-p039,1,turkiye_finans,TAHSIS_UCRETI,3.000 TL,"{""deger"": 3000.0, ""birim"": ""TRY""}",0.85,"Alınacak ücretler: 500 TL tahsis ücreti, ⟪3.000 TL⟫ ipotek tesis ücreti, 16.500 TL Ekspertiz(Değerleme) ücretid",,,
turkiye_finans-eab79b1ac350-p039,2,turkiye_finans,TAHSIS_UCRETI,16.500 TL,"{""deger"": 16500.0, ""birim"": ""TRY""}",0.85,"retler: 500 TL tahsis ücreti, 3.000 TL ipotek tesis ücreti, ⟪16.500 TL⟫ Ekspertiz(Değerleme) ücretidir.",,,
turkiye_finans-202d85bbfbe5-p012,0,turkiye_finans,VADE_SURESI,3 ay,"{""deger"": 3, ""birim"": ""ay""}",0.85,"ansmanı (İhtiyaç Kredisi)* başvurunuzu hemen yapın, ödemeye ⟪3 ay⟫ sonra başlayın. Üstelik Türkiye Finans’ın temel bankacılık",,,
